6,2019-07-08,今月の　１１、１４、１８、２１、２５日　はお休みとさせて頂きます。,0,,1,,1,
5,2019-07-08,PaRa  再開致しました,0,,1,<div>今年の4月より再開致しました。</div><div><br></div><div>料金が変更致しましたので詳しくは料金表をご覧ください。<br></div>,1,
4,2017-06-02,グラビアアイドル　谷桃子さん来店,0,,1,<font color="#222222"><span style="font-size: 13.3333px;">5月19日（金）にリビングライフｰWEB　MAGAZINEの取材を受けグラビアアイドルの谷桃子さんと対談をいたしました。</span></font>,1,
3,2016-06-01,お休みの追加,0,,1,<font color="#222222"><span style="font-size: 13.3333px;">毎週　水曜日と日曜日は、申し訳ありませんがお休みさせて頂きます。</span></font>,1,
2,2012-10-05,ホームページ開設しました。,0,,1,<div style=""><font color="#222222"><span style="font-size: 13.3333px;">ホームページ開設しました。<span style="white-space: pre;">	</span>みなさんトータルボディーケア　PaRa（パラ）のウェブサイトへようこそ。</span></font></div><div style=""><font color="#222222"><span style="font-size: 13.3333px;"><br></span></font></div><div style=""><font color="#222222"><span style="font-size: 13.3333px;">西船橋や船橋にお住まいの方はぜひご予約くださいませ。</span></font></div>,1,
